control_index,t,rudder_deg_ref,rudder_deg_pil,rudder_error_deg,sail_deg_ref,sail_deg_pil,sail_error_deg,solver_status_pil,candidate_type_selected_pil,candidate_set_size_pil,intervention_pil
0,0.0,2.300000000000032,2.300000000000032,0.0,27.499999999999996,27.49999999999999,-7.105427357601002e-15,inactive_passthrough,nominal_passthrough,1,False
1,1.0,2.28999660934102,2.28999660934102,0.0,27.501535734691775,27.501535734691775,0.0,inactive_passthrough,nominal_passthrough,1,False
2,2.0,2.2113844964030696,2.2113844964030696,0.0,27.52059243622518,27.520592436225183,3.552713678800501e-15,inactive_passthrough,nominal_passthrough,1,False
3,3.0000000000000004,1.9963545044598927,1.9963545044598927,0.0,27.58556821439869,27.585568214398688,-3.552713678800501e-15,inactive_passthrough,nominal_passthrough,1,False
4,4.000000000000001,1.6210896302981408,1.6210896302981408,0.0,27.715632619239837,27.71563261923983,-7.105427357601002e-15,inactive_passthrough,nominal_passthrough,1,False
5,5.000000000000002,1.1307248356185986,1.1307248356185986,0.0,27.90508925626247,27.905089256262464,-7.105427357601002e-15,inactive_passthrough,nominal_passthrough,1,False
6,6.000000000000003,0.6256799284804268,0.6256799284804268,0.0,28.12155309388625,28.12155309388625,0.0,inactive_passthrough,nominal_passthrough,1,False
7,7.000000000000004,0.2145802723428951,0.2145802723428951,0.0,28.319598629569438,28.319598629569438,0.0,inactive_passthrough,nominal_passthrough,1,False
8,8.000000000000004,-0.0371077476396633,-0.0371077476396633,0.0,28.462072704598288,28.46207270459829,3.552713678800501e-15,inactive_passthrough,nominal_passthrough,1,False
9,9.0,-0.130082135395906,-0.130082135395906,0.0,28.5357300473914,28.5357300473914,0.0,inactive_passthrough,nominal_passthrough,1,False
10,9.999999999999996,-0.1156411913630337,-0.1156411913630337,0.0,28.55231504353276,28.552315043532754,-7.105427357601002e-15,inactive_passthrough,nominal_passthrough,1,False
11,10.999999999999991,-0.0590747283463745,-0.0590747283463746,-1.0408340855860843e-16,28.53707548740025,28.53707548740025,0.0,inactive_passthrough,nominal_passthrough,1,False
12,11.99999999999999,-0.0084278465789152,-0.0084278465789152,0.0,28.51425562688256,28.51425562688256,0.0,inactive_passthrough,nominal_passthrough,1,False
13,12.999999999999986,0.016808071029126,0.0168080710291261,1.0061396160665481e-16,28.498176486076968,28.498176486076968,0.0,inactive_passthrough,nominal_passthrough,1,False
14,13.999999999999982,0.0193513274596846,0.0193513274596846,0.0,28.492328366159786,28.49232836615977,-1.4210854715202004e-14,inactive_passthrough,nominal_passthrough,1,False
15,14.99999999999998,0.0109757792060712,0.0109757792060712,0.0,28.493591319665477,28.49359131966547,-7.105427357601002e-15,inactive_passthrough,nominal_passthrough,1,False
